"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Rwanda","RWA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","7025","7153","7586","7777","7854","8022","8161","8131","8508","10002","11912","13043","13590","14105","14394","14896","16003","16975","17921","18524","19183","18937","","","","","20232","22435","23730","26499","28698","26024","27319","28254","26944","30637","31037","32338","33158","35583","40299","40397","40159","41193","42005","43558","43906","42073","43878","","",
"Asia meridional","SAS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arabia Saudita","SAU","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","42556","","","","","","","","","","","","","","","","","","","","","","","","","","273288","","282697","298644","284750","297737","304041","315626","344836","347349","320731","286923","264175","238784","231117","248318","",
"Sudán","SDN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","5813","6124","6159","7300","7432","7577","7980","8186","8630","9178","9175","10586","11378","12934","12298","12559","12028","11985","12843","11859","13394","12307","12693","13394","13483","15045","16567","18373","21277","21755","22813","24484","27951","32005","34656","38241","45957","44416","47685","50369","53949","56284","57232","59780","61620","","","","64577","66447","",
"Singapur","SGP","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","12259","11965","10858","11135","10985","10777","10597","10345","10347","10492","9463","9505","10286","9921","10657","10363","10264","10199","9962","9998","10006","9843","10188","10711","10553","10356","10618","","","","","","","","","","","14242","14850","16171","","","","","","","15734","15969","16294","16545","","",
"Islas Salomón","SLB","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","885","1060","1088","1088","974","1071","1060","1069","1010","1065","1148","1171","1199","1390","1536","1496","1849","","","","2457","2388","2490","2357","2514","","","2850","","3014","","","","","","","","","","","4789","5022","5097","4880","5019","4051","4262","4205","4149","4348","","",
"Sierra Leona","SLE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","5142","5599","","","5993","6373","6790","7088","","9056","9528","10025","10451","11311","12215","10837","","13640","13120","11280","10850","","","","","","","","","","14875","","","","","","","","","","38125","37957","37317","","40303","37837","37703","49768","47738","46677","",
"El Salvador","SLV","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22331","22649","24179","25813","27098","30474","31077","","30755","","","","24967.4609375","25164.90234375","23987","24642","","","",
"San Marino","SMR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","89","97","99","99","107","116","117","132","132","132","145","160","164","165","171","158","171","184","189","199","208","218","221","219","","217","221","","","233","","","","228","","","","248","252","244","244","251","","","","","","245","243","252","",
"Somalia","SOM","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","981","1133","1539","1789","","3481","6540","8392","8141","8693","","","","","","","","","","","","","","","","","","","","","","","","","","","12870","","","","","","","","","","","","","","",
"Serbia","SRB","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17477","17469","17449","17314","18648","18511","19014","18126","18318","18771","18829","18664","18754","18851","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","726934.9375","757188.25","796892.9375","835595.5625","894560.8125","934576.0625","970727.625","1041644.625","1167286.375","1280498","1339643.125","1421514","1500383.125","1557137.375","1588423.375","1582358.375","1584457.875","1586958","1630066.75","1753029","1742223.25","1816022","1860779.5","1907033.75","1899832.25","1945162","1941333.875","1967828.125","2031891.375","2094453.375","2144798.5","2238493.5","2315497.5","2485792.25","2596756.75","2723707","2803909.5","2870075.75","3019603.5","3158892.5","3360277.5","3568375","3584362.75","4032535.25","4224121","4339877","4492415","4690932.5","4891964","4998758","5124340","",
"Sudán del Sur","SSD","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29073","","","","27248","","","","","","",
"África al sur del Sahara","SSF","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","727315.9375","757581.25","797301.9375","836016.5625","894976.8125","935004.0625","971162.625","1042074","1167713.375","1280903","1340041.625","1421927.25","1500809.375","1557569.125","1588854.75","1582802.375","1584923.125","1587424.5","1630539.375","1753522.125","1742746.375","1816556.5","1861316.625","1907581.75","1900420.25","1945746","1941910.875","1968461.125","2032547.375","2095135.375","2145482.5","2239205.5","2316190.5","2486467.25","2597415.75","2724378","2804601.5","2870786.75","3020273.5","3159516.5","3360968.5","3569031","3585055.75","4033196.25","4224783","4340531","4493059","4691576.5","4892603","4999394","5124963","",
"Pequeños Estados","SST","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","82090.7578125","84947.984375","89131.4375","89940.34375","92230.015625","93902.6015625","96046.140625","99358.0703125","101549.8671875","102708.3984375","106089.1953125","108752.3515625","111765.140625","116975.5625","118106.234375","119163.2109375","121596.21875","123593.4296875","127167.046875","129743.828125","129908.4296875","133326.234375","136183.203125","139708.546875","142665.3125","145431.28125","147407.796875","149731.109375","152633.296875","153420.953125","157106.359375","159611.109375","163565.125","168340.703125","170725.625","174896.328125","178595.609375","182919.765625","186223.359375","191626.046875","194513.625","197940.65625","202883.234375","205286.671875","205941.078125","209792.703125","214273.78125","219227.109375","221167.515625","228138.65625","242598.921875","",
"Santo Tomé y Príncipe","STP","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","271","301","","","","422","","527","","577","588","617","628","538","517","","574","616","","559","","","","","","638","","","660","","","881","","929","990","","","","1291","","1183","1183","1107","1054","917","1132","1193","","","","",
"Suriname","SUR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","2487","2729","2870","3089","3005","2552","3016","3077","3068","3476","2803","2793","2966","2971","2809","3010","2705","2680","2921","2733","2686","2982","3695","","","","","","","","3253","3291","","","3520","4136","4913","4354","4620","4749","4880","5019","5114","5263","5395","5367","5309","5054","5257","5305","",
"República Eslovaca","SVK","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15859","15433","15394","","","16798","16869","17602","15235","14877","14680","14420","13849","13684","15022","13529","13856","13938","13875","14011","14050","14030","14182","14447","14507","14624","14949","","",
"Eslovenia","SVN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5935","6513","6780","7201","","6970","6481","","6647","6883","6884","6185","6156","6141","6111","6152","6243","6281","6401","6434","6468","6666","6836","8663","","","","","",
"Suecia","SWE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","30800","32700","38000","39833","42958","34185","","","","","","","","","","","","","","","","","64363","61635","61170","59402","58365","59929","61920","65528","68949","68531","69256","68325","65516","62897","61310","61220","61393","60396","62429","62442","62105","63467","65459","66918","70389","69249","70395","","",
"Eswatini","SWZ","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","1706","1895","2015","2112","2220","2363","2513","2672","2853","3016","3278","3586","3769","3922","4039","4107","4290","4462","4665","4890","5083","5347","5504","5696","5887","5917","5975","6094","6195","6425","6842","6451","6727","6680","6758","6741","6906","7169","","7310","7463","7862","8239","8507","8577","8752","8764","8928","9006","9139","","",
"Sint Maarten (Dutch part)","SXM","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","318","","","","","","","","","",
"Seychelles","SYC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","381","393","409","421","416","428","435","","427","405","","","","","","","","","","","","","","548","588","584","577","633","656","682","684","712","693","675","659","671","692","711","670","624","691","656","693","661","662","654","644","644","639","636","623","",
"República Árabe Siria","SYR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","25134","27922","30356","31565","34995","37621","40218","42387","46132","50327","55346","59110","62959","67057","71122","78388","85583","83722","85598","90272","97811","102617","106164","110580","113384","113530","114689","117593","109838","111983","117540","114676","","","","","","","","","","","","","","","","","","","",
"Islas Turcas y Caicos","TCA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","106","90","","","94","83","83","80","","","","","","","","","","","","","","","","","","","90","","99","","123","119","119","","","","","","","","","","","285","","","","208","","281","",
"Chad","TCD","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","2824","2788","","","","","","","","","","","","","4494","4779","","","6215","7327","7980","9126","","8905","8826","9395","10151","11641","12373","13313","13819","15971","16142","18510","19989","20670","21933","24514","27388","27764","30813","34125","37336","43490","40872","38905","39611","43805","44691","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","4752320","4917606","5447134.5","5777723.5","6104875","6410670.5","6717984","6729690","6752370.5","6816832","7079929","7294738","7485922.5","7564069","7607253","7648388","7716720","7806061.5","7881076.5","7978284","8059113","8080912","8053497","8078919","8123139","8214286.5","8311232.5","8412577","8517228","8557883","8633483","8590429","8367209.5","8708757","9006575","9005161","9035036","9221794","9074458","9197500","9268767","9261246","9285312","9494065","9460918","9635986","9896092","9699767","9778994","10044482","10214584","",
"Europa y Asia central (BIRF y la AIF)","TEC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","1204104.5","1226393.875","1253908","1275852.125","1298359.125","1323119.5","1346374.125","1390127.75","1425630","1448069.5","1479682.5","1510006.375","1556052.75","1598596.375","1620089.75","1616970.875","1635761.25","1619303.25","1593622.375","1558879.75","1520314.875","1502851.125","1469106.625","1423345.125","1490383.875","1433425.625","1411457.625","1414333.375","1415676.875","1401299.875","1397446.375","1393897.625","1400131.125","1366169.375","1386016.5","1424999.5","1441374.375","1445097.5","1539988.625","1520446.875","1545583.5","",
"Togo","TGO","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","3909","4271","4881","5238","5627","6080","6528","7251","8264","8920","9201","9619","10214","10145","10225","10049","10168","10217","10426","10739","11105","10230","","12487","13892","16217","18535","19512","23107","24424","27523","27770","27504","25198","29668","28003","26103","25538","28153","31712","31743","32825","34375","34354","33891","36194","37985","38582","40626","41685","",
"Tailandia","THA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","162512","","","212114","217015","239128","225387","240844","","","","","357800","367483","371341","","356844","349210","346364","345016","314684","343063","341122","320124","","316566","","316645","297588","293391","315565","326272","","","","319916","321930","347959","","316552","319568","307446","","336676","300968","303969","293265","","378131","412997","",
"Tayikistán","TJK","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23807","24691","24977","25664","25968","27224","28015","30125","31402","31672","31216","31423","31080","32078","32498","31017","31482","30530","29523","27087","28730","28799","29300","29627","30649","32377","34575","","","","",
"Turkmenistán","TKM","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21699","22695","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","1270257.75","1330445","1371604","1417576.625","1460085.625","1482505.125","1504179.25","1565284.25","1619133.375","1713045.375","1757599.25","1802435","1873371.375","1906999.5","1981964.25","2017267.5","2225627.5","2114619.5","2192375.75","2207597","2293470.5","2273756.25","2336584.75","2393029.75","2462030.5","2643774.5","2682951.5","2614462","2694197","2598006.5","2648886","2739034","2790218.5","2809616.25","2806013.5","2826680","2790445","2752430","2775525.75","2786965.5","2796848.5","2814056.25","2842202.5","2903941","2909675.75","2908076.75","2904755.75","2917386.5","2926731.25","2922344.25","2944140.25","",
"Timor-Leste","TLS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2991","3901","3926","3618","","","","","7331","7622","7714","","","","","","8057.72412109375","7898.2578125","7749.4912109375","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","442874.90625","457274","476631.3125","489041","526649.875","558574.1875","605224.6875","646672.125","651416.9375","668141.4375","723984.375","747870.6875","804394.75","945232.625","994268.75","1046012.3125","1087278.625","1081936","1117079.75","1287699","1206658.875","1266234.375","1281863.875","1329641.5","1352896.25","1371086.375","1386403.75","1451311.625","1464350.125","1489853.125","1520438.375","1556901.375","1570955.75","1557928.875","1569617.375","1597226.75","1614734.5","1623977.5","1640904.75","1634421.75","1630743.125","1692713.375","1818639.625","1858241.375","1875902.875","1892528.25","1905953","1908681","1973859.875","2050857","2069170.625","",
"Tonga","TON","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","658","648","642","641","668","688","767","","761","818","781","695","793","832","810","744","758","772","","","689","714","784","754","701","784","804","792","752","803","754","823","773","824","843","839","760","665","665","680","677","706","816","670","782","785","","","781","812","779","",
"Asia meridional (BIRF y la AIF)","TSA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","1646988.75","1685425.25","1744355.125","1820098.5","1836326.125","1921834","1952900","2034696.375","2010424.125","2039806.25","2082398.875","2161502.75","2222181.5","2348115.75","2457769.75","2506160.5","2604801.75","2609648.5","2709783","2855000","2916013.25","2996761.25","3096045.75","3229949.75","3345315.5","3414151.25","3478372.75","3543241","3567866.25","3647428.5","3745963.75","3731529.75","3774728.75","4049046.5","4173118.25","4297993.5","4398036","4539208.5","4697881","4835665","5012080","5198444","5274501","5677294","5736617.5","5768593","5953817.5","5845187","5567338.5","5836612.5","6110525.5","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","727315.9375","757581.25","797301.9375","836016.5625","894976.8125","935004.0625","971162.625","1042074","1167713.375","1280903","1340041.625","1421927.25","1500809.375","1557569.125","1588854.75","1582802.375","1584923.125","1587424.5","1630539.375","1753522.125","1742746.375","1816556.5","1861316.625","1907581.75","1900420.25","1945746","1941910.875","1968461.125","2032547.375","2095135.375","2145482.5","2239205.5","2316190.5","2486467.25","2597415.75","2724378","2804601.5","2870786.75","3020273.5","3159516.5","3360968.5","3569031","3585055.75","4033196.25","4224783","4340531","4493059","4691576.5","4892603","4999394","5124963","",
"Trinidad y Tobago","TTO","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","6548","6741","6704","6701","6566","6471","6474","6363","6130","6443","7002","7298","7522","7346","7593","7627","7685","7686","7545","","7473","7512","7647","7210","","7296","7311","","8074","8122","7866","7210","7623","7839","7839","","8171","7628","7447","","","","","","","","","","","7532","",
"Túnez","TUN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","19712","","20364","","22225","23320","23983","25149","25593","26487","27375","28764","30411","33347","36610","40887","41223","43490","44208","46366","50609","54013","55013","56154","58738","59887","60101","60220","60470","60912","60541","60556","59297","59610","59252","59265","58879","59977","60374","60186","59242","61031","61002","65835","70577","70399","70630","71228","","75548","",
"Turquía","TUR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","132577","141219","158299","156476","160271","171032","182314","184123","187027","","212456","212795","211461","208891","209395","212717","216859","220943","220947","224672","225852","234961","235721","237943","233073","","","","","","","","","","","","","","","","","319369","282043","288444","295252","","292878","297176","300732","","",
"Tuvalu","TUV","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","72","77","78","77","75","73","","","","","","","","","","","117","77","","85","106","","",
"Tanzanía","TZA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","18313","20094","22360","24168","25688","29735","39245","45330","64822","77329","","81659","88370","89819","91359","92586","94928","95503","95989","98392","96850","98174","101306","101816","103900","105280","108874","109936","106329","104006","","106142","112860","115340","121548","135013","151882","156664","164668","157185","165856","","180987","189487","190957","","206829","197563","199705","196437","194736","",
"Uganda","UGA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","21471","22864","24032","25394","26339","28681","29765","32554","34213","36442","38422","40489","44426","49206","57078","61424","73141","72970","75561","81418","84149","78259","86821","91905","84043","82745","81564","89247","99237","109733","110366","127038","139484","145703","147291","139641","150135","152086","159516","168376","172403","169503","170652","185548","191217","192566","202617","207238","","","","",
"Ucrania","UKR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119611","","130600","133600","","","111369","112125","107414","104541","105430","105180","102581","99515","104028","102408","100859","99482","98310","98371","98740","98491","99376","","124073","125349","126535","129163","108283","111734","",
"Ingreso mediano alto","UMC","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","5834856","6025401","6561205.5","6929736.5","7263693.5","7550907.5","7860513","7998059","8013262.5","8144363.5","8406410","8613120","8803532","8801250","8822443","8819307","9035450","9004442","9123125","9300486","9465324","9481632","9524045","9588300","9670766","9936590","10042790","9998914","10116149","10029126","10183170","10201103","9946283","10242063","10552224","10563367","10451976","10558788","10583450","10567831","10581033","10527891","10516603","10537657","10592710","10641373","10691596","10809882","11049999","11303690","11564290","",
"Uruguay","URY","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","12009","12563","13724","13908","14434","13572","13788","13685","13821","13698","14768","18017","16821","17036","15021","14193","16212","","15188","15827","15827","15747","16378","16991","15793","16991","16868","16869","17724","17929","17384","17307","17235","17547","17834","18139","18600","23175","23555","24931","24785","","","27343","28060","26943","27832","27616","27762","25054","","",
"Estados Unidos","USA","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","1415000","1414000","1425000","","","","","","","1427387","1442913","1473053","1499697","","1575104","","","","","","","","","","","","","","","","1687937","1714415","","1769451","","1696753","","",
"Uzbekistán","UZB","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","57700","","","","","66900","","","68400","71000","77139","82360","87661","91604","94608","106105","111445","119328","122902","121340","119612","120580","119151","121671","119473","117482","118676","117652","116603","110962","124685","130630","126651","112240","112159","110677","113072","115554","118835","121986","",
"San Vicente y las Granadinas","VCT","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","1765","","","","1210","","","","","","1184","","","","","1258","","","","1119","","","1053","","","","1007","1004","1032","1004","1049","1061","1018","","","933","916","879","887","","877","890","856","897","908","905","917","","","",
"Venezuela","VEN","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","50822","54044","56386","58457","63198","69466","74895","79899","82226","88493","92551","97045","100681","100078","104095","108125","112157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Vírgenes Británicas","VGB","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","94","94","94","","100","113","","","98","","109","","121","117","","","","","","123","126","151","","166","169","","","","153","164","167","168","201","203","194","194","215","","232","242","263","","","279","286","314","287","247","268","286","",
"Islas Vírgenes (EE.UU.)","VIR","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","462","693","","","1023","1111","1117","","","","","1120","","","","1055","","","","","1010","","1025","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","204998","217064","227984","211970","217493","204104","","","","226836","235791","242388","247856","251127","251052","252413","259000","267800","278000","288173","298856","311500","324545","336792","340871","347833","354624","358606","362627","360624","353608","344547","344853","345505","347840","359039","366045","381432","386953","392403","396843","397098","396600","390754","377876","",
"Vanuatu","VUT","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","778","782","790","731","814","","","839","991","","986","1076","","934","","","","","","970","","869","852","","","","","","1190","1421","1582","1537","1614","1814","1947","","","1592","","","1931","","","1936","","1729","","","","1928","","",
"Mundo","WLD","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","14300965","14599792","15302541","15827891","16277946","16743671","17155078","17420846","17601152","17910892","18534788","18965250","19461060","19873204","20173352","20346938","20790332","20787468","21172104","21786086","22003504","22284880","22547234","22937032","23295870","23712400","24005092","24211228","24475480","24625086","24993658","25199522","25166934","25955560","26608512","26899108","27107698","27537410","27786180","28158870","28644658","29143406","29387108","30517070","30809254","31228198","31912294","31867238","31962270","32652932","33318782","",
"Samoa","WSM","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","1051","937","1137","1011","","1216","1322","1346","1471","1458","1438","1288","1460","1502","","","1511","","","","","","","","","1475","1479","","","1137","1167","1166","1121","","","","","920","","936","1021","","","","","","","","","","","",
"Kosovo","XKX","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep. del","YEM","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102941","","","","","","","","","","","111227","120339","121805.2265625","","","","144824","","","","","",
"Sudáfrica","ZAF","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","146753","145434","153624","","","","","","","","","","","","270365","","","213890","224896","","181668","","220813","213300","190595","211600","211198","209442","232999","219582","220308","221065","212296","238032","213440","212657","220544","219579","249103","","","","","","",
"Zambia","ZMB","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","14852","14708","16491","16920","17881","18096","19089","19441","19868","22470","21455","22258","23431","25697","27080","27302","30189","30534","32348","","33200","","","","36697","38528","39716","","35386","30369","31870","33850","36008","","42043","45554","46988","50409","53703","","54716","54243","63697","64139","78395","75236","73949","78099","","","","",
"Zimbabwe","ZWE","Educación de nivel primario, maestros","SE.PRM.TCHR","","","","","","","","","","","","","","19338","20540","21202","21792","22214","22555","18483","28118","37773","45467","52502","54086","56067","58257","57120","57762","58362","59154","58436","60834","61506","","63475","63718","63900","66583","59973","66440","66529","60869","61251","","","","","","","","","74355","73148","","75072","72408","71242","72512","75183","75960","",
